exposure,n,or,ci_low,ci_high,p,threshold,responder_rate
z_iliopsoas_texture,140,1.0343111722686218,0.7265860776200379,1.4723645745922664,0.8514727041303477,3,0.6642857142857143
z_iliopsoas_texture,140,1.0936597026518027,0.7690700492385625,1.5552439552010255,0.6182286722525179,4,0.6214285714285714
z_iliopsoas_texture,140,1.1829804147188618,0.8320026189289476,1.682017135246448,0.3493974942656606,5,0.5928571428571429
